,date,shop,brand,container,quantity,capacity,sales
6395,2017-12-31,shop_1,adult-cola,can,29411,330ml,18280.97
6396,2017-12-31,shop_1,orange-power,glass,24144,500ml,23948.09
6397,2017-12-31,shop_1,orange-power,plastic,21273,1.5lt,36866.15
6398,2017-12-31,shop_1,orange-power,can,47998,330ml,16605.85
6399,2017-12-31,shop_1,gazoza,glass,30410,500ml,20223.36
6400,2017-12-31,shop_1,gazoza,plastic,22911,1.5lt,30039.89
6401,2017-12-31,shop_1,gazoza,can,19384,330ml,8980.26
6402,2017-12-31,shop_1,lemon-boost,glass,22712,500ml,16157.21
6403,2017-12-31,shop_1,lemon-boost,plastic,11379,1.5lt,27925.96
6404,2017-12-31,shop_1,lemon-boost,can,31800,330ml,13470.36
6405,2017-12-31,shop_2,kinder-cola,glass,14022,500ml,21684.02
6406,2017-12-31,shop_2,kinder-cola,plastic,18587,1.5lt,36793.91
6407,2017-12-31,shop_2,kinder-cola,can,24733,330ml,18326.22
6408,2017-12-31,shop_2,adult-cola,glass,24076,500ml,30156.26
6409,2017-12-31,shop_2,adult-cola,plastic,24881,1.5lt,55345.69
6410,2017-12-31,shop_2,adult-cola,can,28717,330ml,23147.81
6411,2017-12-31,shop_2,orange-power,glass,21755,500ml,23836.71
6412,2017-12-31,shop_2,orange-power,plastic,24921,1.5lt,50485.49
6413,2017-12-31,shop_2,orange-power,can,42633,330ml,21814.68
6414,2017-12-31,shop_2,gazoza,glass,35852,500ml,26764.83
6415,2017-12-31,shop_2,gazoza,plastic,40514,1.5lt,37734.46
6416,2017-12-31,shop_2,gazoza,can,47261,330ml,18574.16
6417,2017-12-31,shop_2,lemon-boost,glass,17125,500ml,19656.34
6418,2017-12-31,shop_2,lemon-boost,plastic,12563,1.5lt,33859.69
6419,2017-12-31,shop_2,lemon-boost,can,28151,330ml,18307.84
6420,2017-12-31,shop_6,kinder-cola,glass,27710,500ml,34281.54
6421,2017-12-31,shop_6,kinder-cola,plastic,23684,1.5lt,47750.53
6422,2017-12-31,shop_6,kinder-cola,can,16258,330ml,16964.28
6423,2017-12-31,shop_6,adult-cola,glass,47708,500ml,48663.21
6424,2017-12-31,shop_6,adult-cola,plastic,28849,1.5lt,73194.91
6425,2017-12-31,shop_6,adult-cola,can,57806,330ml,28676.33
6426,2017-12-31,shop_6,orange-power,glass,43915,500ml,39624.87
6427,2017-12-31,shop_6,orange-power,plastic,48853,1.5lt,63182.76
6428,2017-12-31,shop_6,orange-power,can,40490,330ml,24890.57
6429,2017-12-31,shop_6,gazoza,glass,37562,500ml,28548.74
6430,2017-12-31,shop_6,gazoza,plastic,28441,1.5lt,41952.12
6431,2017-12-31,shop_6,gazoza,can,74358,330ml,25038.32
6432,2017-12-31,shop_6,lemon-boost,glass,34649,500ml,30363.2
6433,2017-12-31,shop_6,lemon-boost,plastic,16442,1.5lt,44681.88
6434,2017-12-31,shop_6,lemon-boost,can,44176,330ml,24850.53
6435,2017-12-31,shop_4,kinder-cola,glass,16441,500ml,23248.5
6436,2017-12-31,shop_4,kinder-cola,plastic,20720,1.5lt,36018.1
6437,2017-12-31,shop_4,kinder-cola,can,22095,330ml,19173.3
6438,2017-12-31,shop_4,adult-cola,glass,30413,500ml,35347.57
6439,2017-12-31,shop_4,adult-cola,plastic,19006,1.5lt,45117.94
6440,2017-12-31,shop_4,adult-cola,can,32889,330ml,24463.58
6441,2017-12-31,shop_4,orange-power,glass,64951,500ml,32562.15
6442,2017-12-31,shop_4,orange-power,plastic,28852,1.5lt,49141.75
6443,2017-12-31,shop_4,orange-power,can,60310,330ml,26533.99
6444,2017-12-31,shop_4,gazoza,glass,49203,500ml,33001.56
6445,2017-12-31,shop_4,gazoza,plastic,27115,1.5lt,36313.58
6446,2017-12-31,shop_4,gazoza,can,57093,330ml,21320.8
6447,2017-12-31,shop_4,lemon-boost,glass,26664,500ml,26418.4
6448,2017-12-31,shop_4,lemon-boost,plastic,18313,1.5lt,47343.05
6449,2017-12-31,shop_4,lemon-boost,can,29720,330ml,19185.84
6450,2017-12-31,shop_3,kinder-cola,glass,5599,500ml,9566.9
6451,2017-12-31,shop_3,kinder-cola,plastic,5259,1.5lt,21173.74
6452,2017-12-31,shop_3,kinder-cola,can,8832,330ml,8598.17
6453,2017-12-31,shop_3,adult-cola,glass,20517,500ml,14870.34
6454,2017-12-31,shop_3,adult-cola,plastic,8773,1.5lt,28452.13
6455,2017-12-31,shop_3,adult-cola,can,20795,330ml,14421.56
6456,2017-12-31,shop_3,orange-power,glass,31877,500ml,24384.59
6457,2017-12-31,shop_3,orange-power,plastic,33201,1.5lt,33873.29
6458,2017-12-31,shop_3,orange-power,can,23724,330ml,13469.07
6459,2017-12-31,shop_3,gazoza,glass,26841,500ml,17230.9
6460,2017-12-31,shop_3,gazoza,plastic,22212,1.5lt,22099.72
6461,2017-12-31,shop_3,gazoza,can,53236,330ml,12145.01
6462,2017-12-31,shop_3,lemon-boost,glass,23271,500ml,17189.23
6463,2017-12-31,shop_3,lemon-boost,plastic,13016,1.5lt,25303.42
6464,2017-12-31,shop_3,lemon-boost,can,16664,330ml,9443.89
6480,2018-01-31,shop_1,kinder-cola,glass,8253,500ml,13030.15
6481,2018-01-31,shop_1,kinder-cola,plastic,7056,1.5lt,21868.98
6482,2018-01-31,shop_1,kinder-cola,can,12490,330ml,10651.47
6483,2018-01-31,shop_1,adult-cola,glass,26640,500ml,22175.14
6484,2018-01-31,shop_1,adult-cola,plastic,14997,1.5lt,35534.83
6485,2018-01-31,shop_1,adult-cola,can,19080,330ml,12445.97
6486,2018-01-31,shop_1,orange-power,glass,41892,500ml,22615.1
6487,2018-01-31,shop_1,orange-power,plastic,22923,1.5lt,18928.06
6488,2018-01-31,shop_1,orange-power,can,32637,330ml,16501.8
6489,2018-01-31,shop_1,gazoza,glass,24297,500ml,18740.16
6490,2018-01-31,shop_1,gazoza,plastic,21295,1.5lt,25906.57
6491,2018-01-31,shop_1,gazoza,can,38107,330ml,10844.67
6492,2018-01-31,shop_1,lemon-boost,glass,15363,500ml,14623.07
6493,2018-01-31,shop_1,lemon-boost,plastic,8752,1.5lt,23308.0
6494,2018-01-31,shop_1,lemon-boost,can,24819,330ml,11834.4
6495,2018-01-31,shop_2,kinder-cola,glass,15290,500ml,18926.26
6496,2018-01-31,shop_2,kinder-cola,plastic,10458,1.5lt,33328.07
6497,2018-01-31,shop_2,kinder-cola,can,19700,330ml,13676.93
6498,2018-01-31,shop_2,adult-cola,glass,33242,500ml,20275.54
6499,2018-01-31,shop_2,adult-cola,plastic,13263,1.5lt,43028.12
6500,2018-01-31,shop_2,adult-cola,can,23138,330ml,15655.14
6501,2018-01-31,shop_2,orange-power,glass,20953,500ml,21375.4
6502,2018-01-31,shop_2,orange-power,plastic,12894,1.5lt,31760.32
6503,2018-01-31,shop_2,orange-power,can,34390,330ml,17010.56
6504,2018-01-31,shop_2,gazoza,glass,54774,500ml,29836.87
6505,2018-01-31,shop_2,gazoza,plastic,26491,1.5lt,33753.6
6506,2018-01-31,shop_2,gazoza,can,42408,330ml,14174.91
6507,2018-01-31,shop_2,lemon-boost,glass,22598,500ml,19313.04
6508,2018-01-31,shop_2,lemon-boost,plastic,12259,1.5lt,27594.79
6509,2018-01-31,shop_2,lemon-boost,can,17447,330ml,12136.33
6510,2018-01-31,shop_6,kinder-cola,glass,14706,500ml,21158.15
6511,2018-01-31,shop_6,kinder-cola,plastic,16860,1.5lt,41063.26
6512,2018-01-31,shop_6,kinder-cola,can,27418,330ml,17148.09
6513,2018-01-31,shop_6,adult-cola,glass,20630,500ml,26770.81
6514,2018-01-31,shop_6,adult-cola,plastic,21686,1.5lt,47900.0
6515,2018-01-31,shop_6,adult-cola,can,22806,330ml,18514.96
6516,2018-01-31,shop_6,orange-power,glass,29078,500ml,25944.98
6517,2018-01-31,shop_6,orange-power,plastic,28751,1.5lt,56690.07
6518,2018-01-31,shop_6,orange-power,can,61111,330ml,25575.63
6519,2018-01-31,shop_6,gazoza,glass,54806,500ml,35777.8
6520,2018-01-31,shop_6,gazoza,plastic,25790,1.5lt,36962.57
6521,2018-01-31,shop_6,gazoza,can,55336,330ml,18649.46
6522,2018-01-31,shop_6,lemon-boost,glass,29997,500ml,26614.41
6523,2018-01-31,shop_6,lemon-boost,plastic,16738,1.5lt,37652.15
6524,2018-01-31,shop_6,lemon-boost,can,30759,330ml,17056.85
6525,2018-01-31,shop_4,kinder-cola,glass,22759,500ml,17885.16
6526,2018-01-31,shop_4,kinder-cola,plastic,10485,1.5lt,35602.54
6527,2018-01-31,shop_4,kinder-cola,can,17136,330ml,14622.11
6528,2018-01-31,shop_4,adult-cola,glass,31341,500ml,23014.47
6529,2018-01-31,shop_4,adult-cola,plastic,20409,1.5lt,46621.99
6530,2018-01-31,shop_4,adult-cola,can,23352,330ml,16735.75
6531,2018-01-31,shop_4,orange-power,glass,35170,500ml,31581.91
6532,2018-01-31,shop_4,orange-power,plastic,20658,1.5lt,36858.13
6533,2018-01-31,shop_4,orange-power,can,36458,330ml,18453.67
6534,2018-01-31,shop_4,gazoza,glass,37043,500ml,24383.82
6535,2018-01-31,shop_4,gazoza,plastic,24057,1.5lt,33688.7
6536,2018-01-31,shop_4,gazoza,can,30308,330ml,12799.25
6537,2018-01-31,shop_4,lemon-boost,glass,18709,500ml,22178.49
6538,2018-01-31,shop_4,lemon-boost,plastic,20273,1.5lt,23957.01
6539,2018-01-31,shop_4,lemon-boost,can,26048,330ml,14282.87
6540,2018-01-31,shop_3,kinder-cola,glass,11367,500ml,11835.17
6541,2018-01-31,shop_3,kinder-cola,plastic,6437,1.5lt,21085.75
6542,2018-01-31,shop_3,kinder-cola,can,11117,330ml,6800.21
6543,2018-01-31,shop_3,adult-cola,glass,10416,500ml,14607.27
6544,2018-01-31,shop_3,adult-cola,plastic,10370,1.5lt,27239.49
6545,2018-01-31,shop_3,adult-cola,can,15650,330ml,10567.3
6546,2018-01-31,shop_3,orange-power,glass,13734,500ml,14445.13
6547,2018-01-31,shop_3,orange-power,plastic,15800,1.5lt,21320.29
6548,2018-01-31,shop_3,orange-power,can,22132,330ml,11082.13
6549,2018-01-31,shop_3,gazoza,glass,16748,500ml,12543.34
6550,2018-01-31,shop_3,gazoza,plastic,26427,1.5lt,16351.08
6551,2018-01-31,shop_3,gazoza,can,15035,330ml,6404.08
6552,2018-01-31,shop_3,lemon-boost,glass,15760,500ml,14355.07
6553,2018-01-31,shop_3,lemon-boost,plastic,7869,1.5lt,19496.88
6554,2018-01-31,shop_3,lemon-boost,can,14234,330ml,8629.33
6570,2018-02-28,shop_1,kinder-cola,glass,11648,500ml,11489.68
6571,2018-02-28,shop_1,kinder-cola,plastic,5357,1.5lt,21520.02
6572,2018-02-28,shop_1,kinder-cola,can,16657,330ml,6899.55
6573,2018-02-28,shop_1,adult-cola,glass,5047,500ml,8591.69
6574,2018-02-28,shop_1,adult-cola,plastic,10837,1.5lt,27920.83
6575,2018-02-28,shop_1,adult-cola,can,21462,330ml,14349.03
6576,2018-02-28,shop_1,orange-power,glass,13285,500ml,14386.81
6577,2018-02-28,shop_1,orange-power,plastic,16476,1.5lt,26411.86
6578,2018-02-28,shop_1,orange-power,can,19252,330ml,11299.44
6579,2018-02-28,shop_1,gazoza,glass,21542,500ml,14091.06
6580,2018-02-28,shop_1,gazoza,plastic,13607,1.5lt,14681.35
6581,2018-02-28,shop_1,gazoza,can,12461,330ml,6080.28
6582,2018-02-28,shop_1,lemon-boost,glass,13116,500ml,13368.03
6583,2018-02-28,shop_1,lemon-boost,plastic,13666,1.5lt,14084.46
6584,2018-02-28,shop_1,lemon-boost,can,13890,330ml,9782.38
6585,2018-02-28,shop_2,kinder-cola,glass,16544,500ml,14155.33
6586,2018-02-28,shop_2,kinder-cola,plastic,9104,1.5lt,25650.37
6587,2018-02-28,shop_2,kinder-cola,can,8434,330ml,7815.95
6588,2018-02-28,shop_2,adult-cola,glass,16169,500ml,17717.88
6589,2018-02-28,shop_2,adult-cola,plastic,8277,1.5lt,24375.32
6590,2018-02-28,shop_2,adult-cola,can,27470,330ml,13804.18
6591,2018-02-28,shop_2,orange-power,glass,7963,500ml,9401.89
6592,2018-02-28,shop_2,orange-power,plastic,12472,1.5lt,28758.38
6593,2018-02-28,shop_2,orange-power,can,19952,330ml,13063.99
6594,2018-02-28,shop_2,gazoza,glass,32007,500ml,19516.19
6595,2018-02-28,shop_2,gazoza,plastic,21198,1.5lt,26890.43
6596,2018-02-28,shop_2,gazoza,can,21586,330ml,9382.72
6597,2018-02-28,shop_2,lemon-boost,glass,25416,500ml,12390.74
6598,2018-02-28,shop_2,lemon-boost,plastic,9369,1.5lt,20620.52
6599,2018-02-28,shop_2,lemon-boost,can,33124,330ml,8975.65
6600,2018-02-28,shop_6,kinder-cola,glass,31794,500ml,12555.93
6601,2018-02-28,shop_6,kinder-cola,plastic,9202,1.5lt,33497.84
6602,2018-02-28,shop_6,kinder-cola,can,15078,330ml,11676.81
6603,2018-02-28,shop_6,adult-cola,glass,29673,500ml,24686.07
6604,2018-02-28,shop_6,adult-cola,plastic,25858,1.5lt,22390.9
6605,2018-02-28,shop_6,adult-cola,can,17038,330ml,15890.87
6606,2018-02-28,shop_6,orange-power,glass,28454,500ml,28341.57
6607,2018-02-28,shop_6,orange-power,plastic,17758,1.5lt,41369.67
6608,2018-02-28,shop_6,orange-power,can,32190,330ml,17747.38
6609,2018-02-28,shop_6,gazoza,glass,57216,500ml,34232.74
6610,2018-02-28,shop_6,gazoza,plastic,21053,1.5lt,28282.82
6611,2018-02-28,shop_6,gazoza,can,30393,330ml,13620.13
6612,2018-02-28,shop_6,lemon-boost,glass,19757,500ml,21668.85
6613,2018-02-28,shop_6,lemon-boost,plastic,16378,1.5lt,32362.5
6614,2018-02-28,shop_6,lemon-boost,can,25121,330ml,13515.09
6615,2018-02-28,shop_4,kinder-cola,glass,13110,500ml,15228.14
6616,2018-02-28,shop_4,kinder-cola,plastic,4198,1.5lt,19854.57
6617,2018-02-28,shop_4,kinder-cola,can,9067,330ml,9043.86
6618,2018-02-28,shop_4,adult-cola,glass,12190,500ml,16317.18
6619,2018-02-28,shop_4,adult-cola,plastic,12602,1.5lt,37432.07
6620,2018-02-28,shop_4,adult-cola,can,29933,330ml,15565.02
6621,2018-02-28,shop_4,orange-power,glass,24629,500ml,23085.22
6622,2018-02-28,shop_4,orange-power,plastic,21360,1.5lt,37594.77
6623,2018-02-28,shop_4,orange-power,can,15337,330ml,10408.87
6624,2018-02-28,shop_4,gazoza,glass,35074,500ml,20665.08
6625,2018-02-28,shop_4,gazoza,plastic,19643,1.5lt,25004.97
6626,2018-02-28,shop_4,gazoza,can,54780,330ml,13159.6
6627,2018-02-28,shop_4,lemon-boost,glass,20097,500ml,19946.17
6628,2018-02-28,shop_4,lemon-boost,plastic,11704,1.5lt,25173.24
6629,2018-02-28,shop_4,lemon-boost,can,20910,330ml,12278.78
6630,2018-02-28,shop_3,kinder-cola,glass,6604,500ml,9852.27
6631,2018-02-28,shop_3,kinder-cola,plastic,3523,1.5lt,13559.08
6632,2018-02-28,shop_3,kinder-cola,can,7644,330ml,6746.71
6633,2018-02-28,shop_3,adult-cola,glass,6679,500ml,9815.85
6634,2018-02-28,shop_3,adult-cola,plastic,16897,1.5lt,21708.65
6635,2018-02-28,shop_3,adult-cola,can,14459,330ml,10123.21
6636,2018-02-28,shop_3,orange-power,glass,8772,500ml,10202.56
6637,2018-02-28,shop_3,orange-power,plastic,9709,1.5lt,20266.77
6638,2018-02-28,shop_3,orange-power,can,5617,330ml,4301.74
6639,2018-02-28,shop_3,gazoza,glass,16340,500ml,11525.35
6640,2018-02-28,shop_3,gazoza,plastic,8994,1.5lt,13679.45
6641,2018-02-28,shop_3,gazoza,can,34367,330ml,8036.78
6642,2018-02-28,shop_3,lemon-boost,glass,9088,500ml,8925.25
6643,2018-02-28,shop_3,lemon-boost,plastic,5599,1.5lt,15277.89
6644,2018-02-28,shop_3,lemon-boost,can,12178,330ml,6940.44
6660,2018-03-31,shop_1,kinder-cola,glass,13367,500ml,19160.93
6661,2018-03-31,shop_1,kinder-cola,plastic,12403,1.5lt,35571.73
6662,2018-03-31,shop_1,kinder-cola,can,15286,330ml,11180.65
6663,2018-03-31,shop_1,adult-cola,glass,24670,500ml,26680.36
6664,2018-03-31,shop_1,adult-cola,plastic,19807,1.5lt,45134.94
6665,2018-03-31,shop_1,adult-cola,can,31409,330ml,15495.63
6666,2018-03-31,shop_1,orange-power,glass,20211,500ml,22285.92
6667,2018-03-31,shop_1,orange-power,plastic,23681,1.5lt,46086.11
6668,2018-03-31,shop_1,orange-power,can,42647,330ml,19768.59
6669,2018-03-31,shop_1,gazoza,glass,37182,500ml,25152.72
6670,2018-03-31,shop_1,gazoza,plastic,29307,1.5lt,32894.27
6671,2018-03-31,shop_1,gazoza,can,33720,330ml,13777.93
6672,2018-03-31,shop_1,lemon-boost,glass,9894,500ml,13101.47
6673,2018-03-31,shop_1,lemon-boost,plastic,13336,1.5lt,30504.57
6674,2018-03-31,shop_1,lemon-boost,can,25809,330ml,13084.42
6675,2018-03-31,shop_2,kinder-cola,glass,19525,500ml,18678.49
6676,2018-03-31,shop_2,kinder-cola,plastic,13624,1.5lt,33763.88
6677,2018-03-31,shop_2,kinder-cola,can,14040,330ml,13595.89
6678,2018-03-31,shop_2,adult-cola,glass,21383,500ml,26422.89
6679,2018-03-31,shop_2,adult-cola,plastic,23878,1.5lt,44220.12
6680,2018-03-31,shop_2,adult-cola,can,25113,330ml,17417.62
6681,2018-03-31,shop_2,orange-power,glass,49476,500ml,34880.35
6682,2018-03-31,shop_2,orange-power,plastic,26724,1.5lt,46942.53
6683,2018-03-31,shop_2,orange-power,can,68041,330ml,21302.47
6684,2018-03-31,shop_2,gazoza,glass,36411,500ml,27069.23
6685,2018-03-31,shop_2,gazoza,plastic,29829,1.5lt,33415.2
6686,2018-03-31,shop_2,gazoza,can,33428,330ml,14770.9
6687,2018-03-31,shop_2,lemon-boost,glass,20038,500ml,21272.41
6688,2018-03-31,shop_2,lemon-boost,plastic,20550,1.5lt,33049.26
6689,2018-03-31,shop_2,lemon-boost,can,34715,330ml,15546.68
6690,2018-03-31,shop_6,kinder-cola,glass,23895,500ml,28890.27
6691,2018-03-31,shop_6,kinder-cola,plastic,17948,1.5lt,43081.27
6692,2018-03-31,shop_6,kinder-cola,can,31625,330ml,17737.26
6693,2018-03-31,shop_6,adult-cola,glass,51500,500ml,48313.45
6694,2018-03-31,shop_6,adult-cola,plastic,27186,1.5lt,60711.25
6695,2018-03-31,shop_6,adult-cola,can,46717,330ml,29404.52
6696,2018-03-31,shop_6,orange-power,glass,44979,500ml,37022.15
6697,2018-03-31,shop_6,orange-power,plastic,36106,1.5lt,64900.0
6698,2018-03-31,shop_6,orange-power,can,64864,330ml,28923.36
6699,2018-03-31,shop_6,gazoza,glass,67303,500ml,39732.56
6700,2018-03-31,shop_6,gazoza,plastic,40016,1.5lt,44872.94
6701,2018-03-31,shop_6,gazoza,can,73217,330ml,24525.76
6702,2018-03-31,shop_6,lemon-boost,glass,31485,500ml,30438.17
6703,2018-03-31,shop_6,lemon-boost,plastic,21518,1.5lt,48213.04
6704,2018-03-31,shop_6,lemon-boost,can,33881,330ml,19963.2
6705,2018-03-31,shop_4,kinder-cola,glass,23909,500ml,22835.69
6706,2018-03-31,shop_4,kinder-cola,plastic,15149,1.5lt,35299.23
6707,2018-03-31,shop_4,kinder-cola,can,13216,330ml,13255.82
6708,2018-03-31,shop_4,adult-cola,glass,35945,500ml,36017.35
6709,2018-03-31,shop_4,adult-cola,plastic,26830,1.5lt,63934.89
6710,2018-03-31,shop_4,adult-cola,can,34260,330ml,20488.13
6711,2018-03-31,shop_4,orange-power,glass,69034,500ml,41741.61
6712,2018-03-31,shop_4,orange-power,plastic,21669,1.5lt,45365.2
6713,2018-03-31,shop_4,orange-power,can,40531,330ml,21539.85
6714,2018-03-31,shop_4,gazoza,glass,36412,500ml,27981.75
6715,2018-03-31,shop_4,gazoza,plastic,32436,1.5lt,39137.23
6716,2018-03-31,shop_4,gazoza,can,49788,330ml,18833.13
6717,2018-03-31,shop_4,lemon-boost,glass,22249,500ml,25593.67
6718,2018-03-31,shop_4,lemon-boost,plastic,12633,1.5lt,35322.66
6719,2018-03-31,shop_4,lemon-boost,can,18659,330ml,12685.99
6720,2018-03-31,shop_3,kinder-cola,glass,12195,500ml,15033.21
6721,2018-03-31,shop_3,kinder-cola,plastic,4435,1.5lt,19571.52
6722,2018-03-31,shop_3,kinder-cola,can,17501,330ml,8841.73
6723,2018-03-31,shop_3,adult-cola,glass,19633,500ml,20104.57
6724,2018-03-31,shop_3,adult-cola,plastic,13433,1.5lt,30546.92
6725,2018-03-31,shop_3,adult-cola,can,24671,330ml,13186.56
6726,2018-03-31,shop_3,orange-power,glass,27838,500ml,21849.69
6727,2018-03-31,shop_3,orange-power,plastic,15078,1.5lt,31688.84
6728,2018-03-31,shop_3,orange-power,can,14078,330ml,9489.16
6729,2018-03-31,shop_3,gazoza,glass,36987,500ml,21113.5
6730,2018-03-31,shop_3,gazoza,plastic,15650,1.5lt,21539.64
6731,2018-03-31,shop_3,gazoza,can,22443,330ml,9820.71
6732,2018-03-31,shop_3,lemon-boost,glass,21359,500ml,16348.07
6733,2018-03-31,shop_3,lemon-boost,plastic,9728,1.5lt,23348.01
6734,2018-03-31,shop_3,lemon-boost,can,15880,330ml,9984.76
6750,2018-04-30,shop_1,kinder-cola,glass,14422,500ml,19223.13
6751,2018-04-30,shop_1,kinder-cola,plastic,15720,1.5lt,36836.12
6752,2018-04-30,shop_1,kinder-cola,can,17476,330ml,13530.15
6753,2018-04-30,shop_1,adult-cola,glass,29932,500ml,30305.9
6754,2018-04-30,shop_1,adult-cola,plastic,15438,1.5lt,46375.3
6755,2018-04-30,shop_1,adult-cola,can,35417,330ml,19547.27
6756,2018-04-30,shop_1,orange-power,glass,54636,500ml,35724.22
6757,2018-04-30,shop_1,orange-power,plastic,24815,1.5lt,43393.06
6758,2018-04-30,shop_1,orange-power,can,29098,330ml,18576.91
6759,2018-04-30,shop_1,gazoza,glass,31574,500ml,23673.96
6760,2018-04-30,shop_1,gazoza,plastic,23796,1.5lt,33201.59
6761,2018-04-30,shop_1,gazoza,can,26804,330ml,12016.91
6762,2018-04-30,shop_1,lemon-boost,glass,13130,500ml,16482.37
6763,2018-04-30,shop_1,lemon-boost,plastic,10448,1.5lt,26967.73
6764,2018-04-30,shop_1,lemon-boost,can,14524,330ml,11788.06
6765,2018-04-30,shop_2,kinder-cola,glass,18783,500ml,24198.95
6766,2018-04-30,shop_2,kinder-cola,plastic,15989,1.5lt,45862.22
6767,2018-04-30,shop_2,kinder-cola,can,22311,330ml,17048.19
6768,2018-04-30,shop_2,adult-cola,glass,23462,500ml,32158.22
6769,2018-04-30,shop_2,adult-cola,plastic,25076,1.5lt,48740.4
6770,2018-04-30,shop_2,adult-cola,can,48774,330ml,26673.96
6771,2018-04-30,shop_2,orange-power,glass,34729,500ml,34384.28
6772,2018-04-30,shop_2,orange-power,plastic,27703,1.5lt,48295.88
6773,2018-04-30,shop_2,orange-power,can,35869,330ml,22121.86
6774,2018-04-30,shop_2,gazoza,glass,34068,500ml,25573.09
6775,2018-04-30,shop_2,gazoza,plastic,35111,1.5lt,39714.46
6776,2018-04-30,shop_2,gazoza,can,81658,330ml,23067.35
6777,2018-04-30,shop_2,lemon-boost,glass,30732,500ml,29364.54
6778,2018-04-30,shop_2,lemon-boost,plastic,16684,1.5lt,43187.54
6779,2018-04-30,shop_2,lemon-boost,can,34972,330ml,15189.79
6780,2018-04-30,shop_6,kinder-cola,glass,25143,500ml,33830.92
6781,2018-04-30,shop_6,kinder-cola,plastic,17722,1.5lt,61697.9
6782,2018-04-30,shop_6,kinder-cola,can,35425,330ml,23308.37
6783,2018-04-30,shop_6,adult-cola,glass,45200,500ml,46462.63
6784,2018-04-30,shop_6,adult-cola,plastic,29993,1.5lt,80066.26
6785,2018-04-30,shop_6,adult-cola,can,47046,330ml,35761.52
6786,2018-04-30,shop_6,orange-power,glass,37549,500ml,40075.99
6787,2018-04-30,shop_6,orange-power,plastic,29007,1.5lt,67840.41
6788,2018-04-30,shop_6,orange-power,can,45902,330ml,28331.3
6789,2018-04-30,shop_6,gazoza,glass,57559,500ml,43107.03
6790,2018-04-30,shop_6,gazoza,plastic,46325,1.5lt,57244.37
6791,2018-04-30,shop_6,gazoza,can,74767,330ml,25536.65
6792,2018-04-30,shop_6,lemon-boost,glass,29594,500ml,33002.96
6793,2018-04-30,shop_6,lemon-boost,plastic,27004,1.5lt,60130.25
6794,2018-04-30,shop_6,lemon-boost,can,50181,330ml,22974.52
6795,2018-04-30,shop_4,kinder-cola,glass,12683,500ml,20482.15
6796,2018-04-30,shop_4,kinder-cola,plastic,18907,1.5lt,49318.9
6797,2018-04-30,shop_4,kinder-cola,can,26625,330ml,17646.42
6798,2018-04-30,shop_4,adult-cola,glass,31047,500ml,41709.06
6799,2018-04-30,shop_4,adult-cola,plastic,22307,1.5lt,65494.1
6800,2018-04-30,shop_4,adult-cola,can,39904,330ml,28170.03
6801,2018-04-30,shop_4,orange-power,glass,34152,500ml,35673.5
6802,2018-04-30,shop_4,orange-power,plastic,27801,1.5lt,55822.58
6803,2018-04-30,shop_4,orange-power,can,50367,330ml,25232.57
6804,2018-04-30,shop_4,gazoza,glass,27061,500ml,23442.59
6805,2018-04-30,shop_4,gazoza,plastic,32188,1.5lt,38195.05
6806,2018-04-30,shop_4,gazoza,can,69350,330ml,22770.04
6807,2018-04-30,shop_4,lemon-boost,glass,25289,500ml,26291.41
6808,2018-04-30,shop_4,lemon-boost,plastic,20847,1.5lt,45611.19
6809,2018-04-30,shop_4,lemon-boost,can,55957,330ml,21656.1
6810,2018-04-30,shop_3,kinder-cola,glass,14065,500ml,16074.88
6811,2018-04-30,shop_3,kinder-cola,plastic,14974,1.5lt,19521.57
6812,2018-04-30,shop_3,kinder-cola,can,27629,330ml,14477.54
6813,2018-04-30,shop_3,adult-cola,glass,23446,500ml,21513.09
6814,2018-04-30,shop_3,adult-cola,plastic,9379,1.5lt,32969.23
